study_id,year,location_year_name,cluster_id,mda,pcr_n_pos,pcr_n_tested,pcr_prev,pcr_n_pos_1to5y,pcr_n_tested_1to5y,pcr_prev_1to5y,tf_n_pos,tf_n_tested,tf_prev,tf_n_pos_1to5y,tf_n_tested_1to5y,tf_prev_1to5y,ti_n_pos,ti_n_tested,ti_prev,ti_n_pos_1to5y,ti_n_tested_1to5y,ti_prev_1to5y,pgp3_n_pos,pgp3_n_tested,pgp3_mean,pgp3_log10mean,pgp3_log10geomean,pgp3_prev,pgp3_n_pos_1to5y,pgp3_n_tested_1to5y,pgp3_mean_1to5y,pgp3_log10mean_1to5y,pgp3_log10geomean_1to5y,pgp3_prev_1to5y,pgp3_minobs,pgp3_minobs_lab
TCC-Ethiopia2017,2017,"Andabet, Ethiopia 2017",TCC-Ethiopia2017-cluster-46,1,0,0,NA,0,0,NA,0,0,63.6397699,0,0,NA,0,0,1.8205088,0,0,NA,14,26,11899.23076923077,2.715621734681002,519.543283398925,53.84615384615385,5,13,11357.384615384615,2.346141176911989,221.89176102337714,38.46153846153847,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Andabet, Ethiopia 2017",TCC-Ethiopia2017-cluster-47,1,0,0,NA,0,0,NA,0,0,71.30614560000001,0,0,NA,0,0,3.0913475999999998,0,0,NA,15,25,10643.32,2.8253020501500563,668.8089098868805,60,6,15,8977.4,2.157215427033163,143.62016688383318,40,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Andabet, Ethiopia 2017",TCC-Ethiopia2017-cluster-48,1,0,0,NA,0,0,NA,0,0,37.8784316,0,0,NA,0,0,4.0415266,0,0,NA,24,41,12801.19512195122,2.822960465065867,665.2125974463448,58.536585365853654,11,20,13132.55,2.6428046437175383,439.3439433285424,55.00000000000001,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Andabet, Ethiopia 2017",TCC-Ethiopia2017-cluster-49,1,0,0,NA,0,0,NA,0,0,56.4749131,0,0,NA,0,0,23.1213681,0,0,NA,0,30,12.9,0.5851454309410513,3.847205907522966,0,0,17,15.529411764705882,0.5293718397441796,3.3835440878188345,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Andabet, Ethiopia 2017",TCC-Ethiopia2017-cluster-50,1,0,0,NA,0,0,NA,0,0,36.6287763,0,0,NA,0,0,0,0,0,NA,4,25,2469.96,1.5457857148580885,35.138701995821556,16,2,14,2341.785714285714,1.40543876097157,25.435411080089334,14.285714285714285,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Andabet, Ethiopia 2017",TCC-Ethiopia2017-cluster-51,1,0,0,NA,0,0,NA,0,0,22.4374937,0,0,NA,0,0,0,0,0,NA,6,22,4730.727272727273,1.5778845527352092,37.83419977729685,27.27272727272727,3,13,5131.846153846154,1.491762872793152,31.028649439804497,23.076923076923077,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Andabet, Ethiopia 2017",TCC-Ethiopia2017-cluster-52,1,0,0,NA,0,0,NA,0,0,54.315182500000006,0,0,NA,0,0,21.7345377,0,0,NA,13,27,7825.666666666667,2.508095946838383,322.1780486966516,48.148148148148145,2,11,5652.363636363636,1.453341282024042,28.40150029388761,18.181818181818183,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Andabet, Ethiopia 2017",TCC-Ethiopia2017-cluster-53,1,0,0,NA,0,0,NA,0,0,51.79653629999999,0,0,NA,0,0,2.7307631999999997,0,0,NA,15,25,9504.44,2.900337734257886,794.9461937532293,60,7,17,8213.70588235294,2.350862586079734,224.31720555962008,41.17647058823529,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Andabet, Ethiopia 2017",TCC-Ethiopia2017-cluster-54,1,0,0,NA,0,0,NA,0,0,20.4934182,0,0,NA,0,0,18.1609631,0,0,NA,8,27,6660.7037037037035,2.057176796773422,114.07140659031917,29.629629629629626,3,9,8090.222222222223,2.0220333917005577,105.20427593692942,33.33333333333333,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Andabet, Ethiopia 2017",TCC-Ethiopia2017-cluster-55,1,0,0,NA,0,0,NA,0,0,64.86335050000001,0,0,NA,0,0,6.2859243,0,0,NA,9,34,4306.617647058823,1.5854519362832162,38.49922049263724,26.47058823529412,1,19,1239.3684210526317,0.5097161961470091,3.2338226320941694,5.263157894736842,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Andabet, Ethiopia 2017",TCC-Ethiopia2017-cluster-56,1,0,0,NA,0,0,NA,0,0,47.6106028,0,0,NA,0,0,8.817925899999999,0,0,NA,21,27,18985.666666666668,3.572029065534284,3732.7513872167724,77.77777777777779,14,19,21541.894736842107,3.567023654102665,3689.9769569790355,73.68421052631578,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-57,1,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,3,21,1885.857142857143,1.144522292441144,13.948332529318257,14.285714285714285,2,12,2789.25,1.1392489487354311,13.779991469932243,16.666666666666664,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-58,1,0,0,NA,0,0,NA,0,0,5.5756003,0,0,NA,0,0,0,0,0,NA,6,29,1497.5862068965516,1.3190665655455835,20.848104034065024,20.689655172413794,0,15,4.8,0.4978661773014099,3.146778522178998,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-59,1,0,0,NA,0,0,NA,0,0,48.040449200000005,0,0,NA,0,0,0,0,0,NA,19,27,17592.925925925927,3.3667913718793834,2326.9731484554854,70.37037037037037,6,13,13202.615384615385,2.625982416201541,422.65150152394165,46.15384615384615,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-60,1,0,0,NA,0,0,NA,0,0,41.4771951,0,0,NA,0,0,0,0,0,NA,12,28,6702.607142857143,2.2375417711902097,172.79921737745943,42.857142857142854,8,17,6305.058823529412,2.3389748685469183,218.26036067907265,47.05882352941176,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-61,1,0,0,NA,0,0,NA,0,0,27.1741141,0,0,NA,0,0,0,0,0,NA,0,37,8.864864864864865,0.611560764979851,4.088469525590577,0,0,18,8,0.6388701574209067,4.353816866007069,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-62,1,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,4.5061212,0,0,NA,10,26,7765.115384615385,2.1943794178211675,156.45138705008924,38.46153846153847,4,11,8663,2.19733785607128,157.52078088061316,36.36363636363637,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-63,1,0,0,NA,0,0,NA,0,0,38.3675458,0,0,NA,0,0,0,0,0,NA,3,42,1223.8809523809523,1.1866006083937524,15.367407525211206,7.142857142857142,0,20,8.9,0.7963856011217537,6.25728017221873,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-64,1,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,27,3.2222222222222223,0.42487809569870183,2.659978312315522,0,0,11,2.727272727272727,0.3465068187155085,2.220786551019768,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-65,1,0,0,NA,0,0,NA,0,0,41.934260699999996,0,0,NA,0,0,0,0,0,NA,1,25,163.32,0.9168616403263127,8.25774828256826,4,0,14,23.642857142857142,0.826725110511957,6.710040021814353,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-66,1,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,21,12.714285714285714,0.7520066902897252,5.649456777116205,0,0,13,16.307692307692307,0.8114770558503577,6.478538676896511,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-67,1,0,0,NA,0,0,NA,0,0,22.3901353,0,0,NA,0,0,0,0,0,NA,0,24,26.166666666666668,0.8292144834499335,6.748612366965485,0,0,12,5.75,0.7266045858427511,5.328495285258737,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-68,1,0,0,NA,0,0,NA,0,0,3.1968047,0,0,NA,0,0,0,0,0,NA,1,29,75.41379310344827,0.9580213512378041,9.078651624940559,3.4482758620689653,1,21,96,0.90803615179381,8.091632532130436,4.761904761904762,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-69,1,0,0,NA,0,0,NA,0,0,24.1708673,0,0,NA,0,0,0,0,0,NA,1,28,368.7142857142857,0.7612387867476967,5.770836722514,3.571428571428571,0,18,6,0.6069716979133953,4.045495271698871,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-70,1,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,3,25,537.68,1.2639959429577952,18.36521187065966,12,0,14,6.5,0.6849413771402627,4.841070164124939,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-71,1,0,0,NA,0,0,NA,0,0,1.6998275999999999,0,0,NA,0,0,0,0,0,NA,0,28,4.892857142857143,0.591732832793439,3.906005340954089,0,0,16,3.5,0.47644687573382416,2.9953451699808027,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-72,1,0,0,NA,0,0,NA,0,0,19.394166900000002,0,0,NA,0,0,0,0,0,NA,0,21,73.52380952380952,0.8353940692177584,6.845324952293731,0,0,10,144.8,0.859269502452501,7.232184592803649,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-73,1,0,0,NA,0,0,NA,0,0,23.9748341,0,0,NA,0,0,10.8502285,0,0,NA,0,25,4.48,0.5641492719428143,3.6656354504891397,0,0,13,4.384615384615385,0.5129928847924509,3.258313627422337,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-74,1,0,0,NA,0,0,NA,0,0,24.1391951,0,0,NA,0,0,0,0,0,NA,4,39,2301.25641025641,1.1100815053019073,12.884913439018394,10.256410256410255,3,23,3773.478260869565,1.1995960962616308,15.834198909804227,13.043478260869565,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-75,1,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,22,495.90909090909093,0.6113584752011137,4.0865656031527235,4.545454545454546,0,9,2.4444444444444446,0.32627930471987704,2.1197239399504597,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-76,1,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,28,15.571428571428571,0.5693151812419798,3.7094983414663854,0,0,12,28.666666666666668,0.6468694124281238,4.434752757457022,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-77,1,0,0,NA,0,0,NA,0,0,24.4232003,0,0,NA,0,0,2.3384456,0,0,NA,4,39,2987.871794871795,1.2329144126942468,17.096783520632155,10.256410256410255,4,20,5801.95,1.5010613612814387,31.700153215116615,20,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Dera, Ethiopia 2017",TCC-Ethiopia2017-cluster-78,1,0,0,NA,0,0,NA,0,0,4.4833091,0,0,NA,0,0,0,0,0,NA,3,37,1315.7297297297298,0.8215654234348969,6.630792284087071,8.108108108108109,1,23,745.9130434782609,0.6660768591039623,4.635289453400745,4.3478260869565215,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Woreta town, Ethiopia 2017",TCC-Ethiopia2017-cluster-23,1,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,20,1323.3,0.9926584922059042,9.832376320350578,5,0,11,8.818181818181818,0.8412330215612848,6.937979648335119,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Woreta town, Ethiopia 2017",TCC-Ethiopia2017-cluster-24,1,0,0,NA,0,0,NA,0,0,2.1784122999999997,0,0,NA,0,0,1.1692228,0,0,NA,0,31,4.064516129032258,0.4538199308648004,2.8432819686320294,0,0,19,4.2105263157894735,0.4462469263449776,2.794132046335276,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Woreta town, Ethiopia 2017",TCC-Ethiopia2017-cluster-25,1,0,0,NA,0,0,NA,0,0,8.8949871,0,0,NA,0,0,1.3362546,0,0,NA,0,17,6.176470588235294,0.45635454534609804,2.859924349430948,0,0,12,6.666666666666667,0.42894725898281555,2.6850183554038165,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Woreta town, Ethiopia 2017",TCC-Ethiopia2017-cluster-26,1,0,0,NA,0,0,NA,0,0,11.4090751,0,0,NA,0,0,0,0,0,NA,5,35,2028.8,1.4098705640783091,25.696298232936304,14.285714285714285,1,17,1629.5294117647059,1.1528345741028794,14.217871150102996,5.88235294117647,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Woreta town, Ethiopia 2017",TCC-Ethiopia2017-cluster-27,1,0,0,NA,0,0,NA,0,0,5.3887022,0,0,NA,0,0,0,0,0,NA,1,16,171.6875,0.9842838736816679,9.644592299576695,6.25,1,11,245.63636363636363,1.0951010402237418,12.448041864006724,9.090909090909092,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Woreta town, Ethiopia 2017",TCC-Ethiopia2017-cluster-28,1,0,0,NA,0,0,NA,0,0,3.5924681,0,0,NA,0,0,0,0,0,NA,3,28,1230.892857142857,0.8377642217791974,6.882785288826869,10.714285714285714,1,13,322.0769230769231,0.7547767815585924,5.685606272495481,7.6923076923076925,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Woreta town, Ethiopia 2017",TCC-Ethiopia2017-cluster-29,1,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,21,9.142857142857142,0.45267015944728406,2.835764487116796,0,0,16,11.6875,0.5504439590035591,3.5517628387476434,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Woreta town, Ethiopia 2017",TCC-Ethiopia2017-cluster-30,1,0,0,NA,0,0,NA,0,0,6.9537591999999995,0,0,NA,0,0,0,0,0,NA,1,17,1877.764705882353,0.8349790585363237,6.838786701974019,5.88235294117647,1,12,2658.5,0.9810866723539726,9.573851180287653,8.333333333333332,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Woreta town, Ethiopia 2017",TCC-Ethiopia2017-cluster-31,1,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,14,236.35714285714286,0.894102642088377,7.836148220885447,7.142857142857142,0,6,4.333333333333333,0.5487093452260794,3.5376050502213996,0,FALSE,Pgp3 obs <15
TCC-Ethiopia2017,2017,"Woreta town, Ethiopia 2017",TCC-Ethiopia2017-cluster-32,1,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,22,11.636363636363637,0.6581721400232183,4.551684381714495,0,0,16,14.5,0.6887746620469734,4.883988830367846,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Woreta town, Ethiopia 2017",TCC-Ethiopia2017-cluster-33,1,0,0,NA,0,0,NA,0,0,2.0286408,0,0,NA,0,0,0.8503438999999999,0,0,NA,0,28,24.857142857142858,0.2825924455035274,1.9168690510313267,0,0,18,1.3333333333333333,0.23913836265408264,1.73435646146466,0,TRUE,Pgp3 obs ≥15
TCC-Ethiopia2017,2017,"Woreta town, Ethiopia 2017",TCC-Ethiopia2017-cluster-34,1,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,26,18.153846153846153,0.8122575514873793,6.49019210042232,0,0,15,14.066666666666666,0.7490205900594841,5.610745761518093,0,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-1,0,8,65,12.307692307692308,4,33,12.121212121212121,27,64,42.1875,19,33,57.57575757575758,5,42,11.904761904761903,3,17,17.647058823529413,15,65,5592.292307692308,1.7670577219748607,58.48678136189321,23.076923076923077,7,33,5474.969696969697,1.6910392479380505,49.095224234499625,21.21212121212121,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-2,0,11,45,24.444444444444443,6,21,28.57142857142857,18,45,40,10,21,47.61904761904761,1,29,3.4482758620689653,1,13,7.6923076923076925,15,45,9515.355555555556,2.1151650970252467,130.36622714118118,33.33333333333333,7,21,10022.52380952381,2.090549001308329,123.18249643148748,33.33333333333333,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-3,0,27,67,40.298507462686565,16,32,50,34,62,54.83870967741935,21,30,70,12,40,30,6,15,40,34,67,14297.626865671642,2.6901669721068275,489.96715960193535,50.74626865671642,15,32,13471.0625,2.4814890359250508,303.03237941301836,46.875,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-4,0,9,64,14.0625,5,33,15.151515151515152,19,62,30.64516129032258,12,32,37.5,3,46,6.521739130434782,2,22,9.090909090909092,18,64,7180.953125,1.9850836715982523,96.62370172241182,28.125,8,33,7194.484848484848,1.8396378488953624,69.12543047946194,24.242424242424242,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-5,0,30,47,63.829787234042556,16,24,66.66666666666666,28,44,63.63636363636363,13,21,61.904761904761905,11,27,40.74074074074074,8,16,50,39,47,24055.617021276597,3.820249281070656,6610.727888781013,82.97872340425532,20,24,24703.875,3.8644693451509644,7319.296578299076,83.33333333333334,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-6,0,33,62,53.2258064516129,19,29,65.51724137931035,37,56,66.07142857142857,23,27,85.18518518518519,8,27,29.629629629629626,4,8,50,45,62,19432.387096774193,3.4841077977157284,3048.651611944743,72.58064516129032,20,29,20579.931034482757,3.3387657661630685,2181.5529884108637,68.96551724137932,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-7,0,25,67,37.3134328358209,14,35,40,27,62,43.54838709677419,15,31,48.38709677419355,10,45,22.22222222222222,7,23,30.434782608695656,37,67,14330.65671641791,2.8345851962277697,683.258740768955,55.223880597014926,19,36,12538.638888888889,2.717691116978154,522.024777544371,52.77777777777778,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-8,0,17,68,25,10,33,30.303030303030305,37,63,58.730158730158735,19,31,61.29032258064516,13,39,33.33333333333333,7,19,36.84210526315789,42,68,14923.985294117647,3.014487481041,1033.9212967702044,61.76470588235294,17,33,13247.90909090909,2.6552967044676303,452.16475208514436,51.515151515151516,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-9,0,33,66,50,17,32,53.125,35,62,56.451612903225815,17,29,58.620689655172406,17,44,38.63636363636363,12,24,50,37,67,14666,2.8407457248817485,693.0199309038012,55.223880597014926,17,33,14611.939393939394,2.697477168033163,498.2842592095416,51.515151515151516,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-10,0,21,67,31.343283582089555,8,33,24.242424242424242,41,66,62.121212121212125,22,33,66.66666666666666,16,41,39.02439024390244,8,19,42.10526315789473,32,68,11308.338235294117,2.614486980771116,411.6110078914428,47.05882352941176,12,34,7530.029411764706,2.1513595225013322,141.69663034119293,35.294117647058826,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-11,0,4,37,10.81081081081081,4,23,17.391304347826086,9,36,25,9,22,40.909090909090914,3,30,10,3,16,18.75,9,37,5551.486486486487,1.636082862450891,43.25963616146307,24.324324324324326,6,23,6083.478260869565,1.6886166799438889,48.82212518354345,26.08695652173913,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-12,0,9,48,18.75,3,21,14.285714285714285,18,48,37.5,9,21,42.857142857142854,5,35,14.285714285714285,2,14,14.285714285714285,15,49,7476.448979591837,1.997867611171894,99.51020276506212,30.612244897959183,4,21,4321.476190476191,1.530202339675329,33.90020618770263,19.047619047619047,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-13,0,4,41,9.75609756097561,2,19,10.526315789473683,21,39,53.84615384615385,11,18,61.111111111111114,6,24,25,4,11,36.36363636363637,24,41,13749.19512195122,2.8420994191416313,695.1834414865806,58.536585365853654,5,19,7997.368421052632,1.8202439393847167,66.10646579401043,26.31578947368421,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-14,0,2,25,8,1,10,10,3,24,12.5,3,9,33.33333333333333,1,22,4.545454545454546,1,7,14.285714285714285,8,25,6595.88,1.943575491037785,87.8163720233638,32,5,10,11293.7,2.507534187169809,321.7615809799461,50,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-15,0,7,38,18.421052631578945,3,18,16.666666666666664,6,33,18.181818181818183,4,17,23.52941176470588,1,28,3.571428571428571,1,14,7.142857142857142,13,38,8324.973684210527,2.014840808070032,103.47628017819983,34.21052631578947,6,18,8746.666666666666,2.0345247964715854,108.27415335577496,33.33333333333333,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-16,0,19,41,46.34146341463415,12,24,50,19,39,48.717948717948715,13,23,56.52173913043478,8,27,29.629629629629626,6,16,37.5,29,41,17289.731707317074,3.305882386371346,2022.471388132724,70.73170731707317,13,24,16840.916666666668,2.8130018421345806,650.132447985599,54.166666666666664,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-17,0,41,59,69.49152542372882,19,28,67.85714285714286,26,56,46.42857142857143,15,27,55.55555555555556,7,37,18.91891891891892,2,14,14.285714285714285,50,59,22868.474576271186,3.859178046110198,7230.661756253099,84.7457627118644,21,28,22070.39285714286,3.593749514673821,3924.1853731859987,75,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-18,0,29,66,43.93939393939394,19,35,54.285714285714285,29,66,43.93939393939394,18,35,51.42857142857142,4,42,9.523809523809524,3,21,14.285714285714285,48,65,21349.076923076922,3.63109400490253,4276.554439882647,73.84615384615385,25,35,21087.22857142857,3.5101659903467564,3237.1736029609706,71.42857142857143,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-19,0,16,50,32,12,29,41.37931034482759,20,42,47.61904761904761,13,26,50,2,24,8.333333333333332,1,14,7.142857142857142,30,51,13601.450980392157,2.874909160597508,749.7373737725451,58.82352941176471,14,29,12744.206896551725,2.5606949600343687,363.6595190559213,48.275862068965516,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-20,0,13,24,54.166666666666664,6,9,66.66666666666666,20,23,86.95652173913044,9,9,100,9,12,75,5,5,100,21,24,20588.666666666668,3.888633490522888,7738.084902845998,87.5,7,9,19475.333333333332,3.5569423130449818,3605.307508576383,77.77777777777779,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-21,0,32,59,54.23728813559322,19,28,67.85714285714286,36,57,63.1578947368421,20,27,74.07407407407408,14,35,40,10,17,58.82352941176471,52,60,21350.633333333335,3.9418222844331163,8746.258005510332,86.66666666666667,27,29,23145.620689655174,4.093558038762425,12403.893786738838,93.10344827586206,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-22,0,25,64,39.0625,13,32,40.625,19,58,32.758620689655174,12,27,44.44444444444444,11,50,22,9,24,37.5,37,64,14086.453125,2.991055679109732,979.6155698422837,57.8125,16,32,11733.6875,2.669132724186626,466.8020172909741,50,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-23,0,0,43,0,0,21,0,4,43,9.30232558139535,3,21,14.285714285714285,0,39,0,0,18,0,2,43,565.1395348837209,0.9538249137664466,8.991350213124466,4.651162790697675,1,21,1079.6190476190477,1.024047702520153,10.56933595485498,4.761904761904762,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-24,0,3,63,4.761904761904762,1,30,3.3333333333333335,12,61,19.672131147540984,8,28,28.57142857142857,8,57,14.035087719298245,6,26,23.076923076923077,8,63,2570.5873015873017,1.3257250906851161,21.170206325369865,12.698412698412698,2,30,1945.3666666666666,0.9870237050858214,9.705629420146906,6.666666666666667,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-25,0,0,68,0,0,31,0,14,67,20.8955223880597,5,30,16.666666666666664,2,55,3.6363636363636362,2,27,7.4074074074074066,4,68,1097.6617647058824,1.1918306949273938,15.553591732142129,5.88235294117647,1,31,126.16129032258064,0.968409995763127,9.298437917122975,3.225806451612903,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-26,0,37,68,54.41176470588235,17,28,60.71428571428571,50,68,73.52941176470588,20,28,71.42857142857143,11,29,37.93103448275862,4,12,33.33333333333333,54,68,20511.823529411766,3.6765347691206043,4748.263034719414,79.41176470588235,20,28,19680.14285714286,3.4410743413005163,2761.0504445733536,71.42857142857143,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-27,0,7,38,18.421052631578945,3,15,20,22,37,59.45945945945946,10,14,71.42857142857143,6,22,27.27272727272727,3,7,42.857142857142854,14,39,8719.128205128205,1.9897886174570465,97.67616896427182,35.8974358974359,7,16,11494.375,2.1668467972699954,146.84081871856256,43.75,TRUE,Pgp3 obs ≥15
